match_status,match_id,competition,season,team_off,team_off__id,team_def,team_def__id,team_off__score60,team_def__score60,substitution_replacement__off,substitution_replacementNumber__off,substitution_minute__off,substitution_minuteDelta__off,clearances_total__off__pre,clearances_total__off__post,clearances_total__def__pre,clearances_total__def__post,dribble_total__off__pre,dribble_total__off__post,dribble_total__def__pre,dribble_total__def__post,dribble_success__off__pre,dribble_success__off__post,dribble_success__def__pre,dribble_success__def__post,duel_total__off__pre,duel_total__off__post,duel_total__def__pre,duel_total__def__post,duel_success__off__pre,duel_success__off__post,duel_success__def__pre,duel_success__def__post,fouls_committed__off__pre,fouls_committed__off__post,fouls_committed__def__pre,fouls_committed__def__post,interceptions_total__off__pre,interceptions_total__off__post,interceptions_total__def__pre,interceptions_total__def__post,interceptions_success__off__pre,interceptions_success__off__post,interceptions_success__def__pre,interceptions_success__def__post,pass_shot_assist__off__pre,pass_shot_assist__off__post,pass_shot_assist__def__pre,pass_shot_assist__def__post,pass_goal_assist__off__pre,pass_goal_assist__off__post,pass_goal_assist__def__pre,pass_goal_assist__def__post,pass_success_length__total__off__pre,pass_success_length__total__off__post,pass_success_length__total__def__pre,pass_success_length__total__def__post,pass_success_length__0_5__off__pre,pass_success_length__0_5__off__post,pass_success_length__0_5__def__pre,pass_success_length__0_5__def__post,pass_success_length__5_10__off__pre,pass_success_length__5_10__off__post,pass_success_length__5_10__def__pre,pass_success_length__5_10__def__post,pass_success_length__10_20__off__pre,pass_success_length__10_20__off__post,pass_success_length__10_20__def__pre,pass_success_length__10_20__def__post,pass_success_length__20_40__off__pre,pass_success_length__20_40__off__post,pass_success_length__20_40__def__pre,pass_success_length__20_40__def__post,pass_success_length__40__off__pre,pass_success_length__40__off__post,pass_success_length__40__def__pre,pass_success_length__40__def__post,passes_total__off__pre,passes_total__off__post,passes_total__def__pre,passes_total__def__post,passes_success__off__pre,passes_success__off__post,passes_success__def__pre,passes_success__def__post,shots_total__off__pre,shots_total__off__post,shots_total__def__pre,shots_total__def__post,shots_target__off__pre,shots_target__off__post,shots_target__def__pre,shots_target__def__post,goals_scored__off__pre,goals_scored__off__post,goals_scored__def__pre,goals_scored__def__post,substitution_tactical__off__pre,substitution_tactical__off__post,substitution_tactical__def__pre,substitution_tactical__def__post
3890485__64,3890485.0,Germany - 1. Bundesliga,2015/2016,VfB Stuttgart,174.0,Ingolstadt,189.0,1.0,2.0,Artem Kravets,1.0,64.0,8.0,24.0,1.0,12.0,1.0,11.0,2.0,12.0,2.0,6.0,2.0,7.0,1.0,12.0,12.0,14.0,14.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,11.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,3532.998897309712,453.43617344706917,3753.8413884514434,537.1644674103237,22.291339348206474,7.834965004374454,13.402513232720908,0.0,431.554438976378,27.521608705161853,237.21283245844265,18.157924321959754,1360.7007381889764,133.47167979002626,1060.81802220035,157.32666666666668,1160.6394542869643,166.6693405511811,1364.1001695100613,161.17305227471567,557.8129265091864,117.93857939632545,1078.3078510498688,200.50682414698161,270.0,32.0,239.0,29.0,173.0,20.0,145.0,18.0,9.0,0.0,17.0,2.0,6.0,0.0,10.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
3890485__72,3890485.0,Germany - 1. Bundesliga,2015/2016,VfB Stuttgart,174.0,Ingolstadt,189.0,1.0,2.0,Borys Tashchy,1.0,72.0,20.0,25.0,11.0,13.0,4.0,13.0,3.0,14.0,5.0,8.0,1.0,8.0,2.0,14.0,14.0,16.0,16.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,11.0,4.0,0.0,1.0,5.0,2.0,4.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,4021.9220633202103,1268.1765545713035,4352.429978783902,1000.2073466754155,30.126304352580927,7.659479549431321,13.402513232720908,1.6729067147856518,467.086345144357,95.19902821522311,255.3707567804024,63.00550295275591,1494.1724179790026,455.83595691163606,1218.1446888670166,297.2841218285214,1354.7854899387576,375.5624923447069,1586.6973447069115,159.69962489063866,675.7515059055117,333.9195975503062,1278.8146751968507,478.5451902887139,306.0,81.0,272.0,70.0,195.0,56.0,165.0,37.0,9.0,6.0,19.0,3.0,6.0,3.0,11.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0
266498__77,266498.0,Spain - La Liga,2015/2016,Getafe,216.0,Barcelona,217.0,0.0,5.0,Bernard Mensah,1.0,77.0,15.0,15.0,2.0,7.0,4.0,24.0,2.0,30.0,5.0,11.0,1.0,17.0,4.0,22.0,22.0,20.0,20.0,7.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,10.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,4.0,3.0,0.0,0.0,5.0,0.0,4225.8355444007,699.9697626859144,9436.122484689415,2485.155251312336,54.25099146981628,0.0,64.56393908573928,17.430411964129483,487.87565529308836,54.19029855643045,1125.589601487314,252.5100875984252,1526.0484339457564,164.22972987751533,4082.312758639546,1072.7273950131234,1490.6728466754157,146.0844849081365,3658.837741688539,1086.4767377515311,666.9876170166228,335.465249343832,504.81844378827645,56.01061898512686,282.0,38.0,564.0,135.0,216.0,26.0,497.0,129.0,4.0,2.0,12.0,3.0,1.0,1.0,8.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0
3879778__61,3879778.0,Italy - Serie A,2015/2016,Empoli,290.0,Sampdoria,234.0,0.0,1.0,Luca Bittante,1.0,61.0,17.0,5.0,1.0,19.0,3.0,8.0,1.0,15.0,1.0,4.0,0.0,11.0,1.0,12.0,12.0,10.0,10.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,8.0,2.0,3.0,2.0,3.0,1.0,8.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,6253.125723315835,2005.1856322178476,4950.779774715661,622.9171325459318,56.2414365704287,3.9612357830271216,13.28688210848644,0.0,678.3087875109361,143.08744214785654,366.80953630796137,46.263175853018375,2495.847541010498,724.1566655730534,1948.4548851706038,170.59957130358706,2255.319764873141,659.2985465879265,1789.3534973753283,143.2304790026247,767.4081933508312,474.6817421259843,832.8749737532809,262.82390638670165,397.0,108.0,300.0,44.0,313.0,85.0,225.0,23.0,9.0,2.0,9.0,2.0,8.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
3879778__78,3879778.0,Italy - Serie A,2015/2016,Empoli,290.0,Sampdoria,234.0,0.0,1.0,Marko Livaja,1.0,78.0,16.0,6.0,0.0,22.0,4.0,9.0,3.0,18.0,1.0,4.0,2.0,14.0,1.0,13.0,13.0,15.0,15.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,10.0,2.0,10.0,1.0,5.0,1.0,4.0,0.0,9.0,2.0,7.0,1.0,0.0,1.0,1.0,0.0,8281.30586012686,1468.4426479658791,5829.324493657043,958.0674674103237,60.20267235345582,2.918124234470691,18.473192804024496,8.820412620297462,821.3962296587928,162.3560192475941,471.3881468722659,82.58248239282588,3242.9987111767273,753.5136597769028,2251.091795713036,205.00239829396327,2914.618311461068,416.88923447069106,1992.6724781277342,478.86059930008753,1242.0899354768153,132.76561023622048,1095.6988801399825,182.80157480314958,507.0,94.0,362.0,53.0,399.0,78.0,265.0,42.0,11.0,4.0,11.0,2.0,9.0,4.0,6.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0
3825814__76,3825814.0,Spain - La Liga,2015/2016,Real Sociedad,210.0,Celta Vigo,209.0,0.0,1.0,Armindo Tué Na Bangna,1.0,76.0,6.0,19.0,0.0,28.0,1.0,13.0,5.0,11.0,2.0,4.0,1.0,9.0,1.0,12.0,12.0,15.0,15.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,19.0,0.0,15.0,1.0,8.0,0.0,2.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,7954.978634733159,510.7888272090989,5659.417821631671,45.355281605424324,15.560902230971127,0.0,14.535582130358707,0.0,521.3735428696413,47.31608442694663,269.9730433070866,10.557759186351705,2738.950585083114,203.18443678915133,2270.556900699912,34.797522419072614,3087.419793307087,211.45752405949258,2197.196741032371,0.0,1591.6738112423445,48.83078193350831,907.1555544619422,0.0,462.0,30.0,351.0,6.0,340.0,25.0,247.0,3.0,8.0,1.0,7.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
3825814__82,3825814.0,Spain - La Liga,2015/2016,Real Sociedad,210.0,Celta Vigo,209.0,0.0,1.0,Héctor Hernández Ortega,1.0,82.0,12.0,19.0,3.0,29.0,13.0,18.0,1.0,14.0,3.0,5.0,1.0,11.0,1.0,12.0,12.0,19.0,19.0,2.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,20.0,4.0,16.0,1.0,8.0,1.0,2.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,8465.767461942258,947.604174650044,5852.042153433946,430.71431211723547,15.560902230971127,5.949899387576553,20.111937664041996,0.0,568.689627296588,29.13014468503937,290.32520647419074,29.317961504811898,2942.135021872266,273.91796916010503,2383.695653433945,99.67866360454943,3298.8773173665795,326.51258311461066,2250.7538013998246,135.6805282152231,1640.504593175853,312.0935783027122,907.1555544619422,166.03715879265093,493.0,52.0,367.0,29.0,365.0,35.0,259.0,15.0,9.0,5.0,7.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0
3890489__76,3890489.0,Germany - 1. Bundesliga,2015/2016,Werder Bremen,176.0,Bayern Munich,169.0,0.0,2.0,Ulisses Alexandre Garcia Lopes,1.0,76.0,14.0,25.0,2.0,6.0,3.0,14.0,2.0,18.0,2.0,9.0,0.0,12.0,2.0,21.0,21.0,11.0,11.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,11.0,1.0,0.0,0.0,2.0,1.0,3086.005657152231,639.8488199912512,15003.633367125984,1858.7245340113734,9.87301377952756,0.0,82.47966076115485,7.605710301837271,190.02972998687665,26.79396106736658,1786.5709351487317,278.35485279965,736.4223283027122,194.66834864391953,6482.4051334208225,681.3927941819774,925.9991360454943,309.69425087489066,5907.893430664917,840.2569488188977,1223.6814490376203,108.69225940507438,744.2842071303588,51.114227909011376,182.0,36.0,867.0,109.0,114.0,28.0,783.0,103.0,2.0,0.0,16.0,4.0,1.0,0.0,13.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0
3901180__72,3901180.0,France - Ligue 1,2015/2016,Saint-Étienne,135.0,Guingamp,142.0,0.0,2.0,Benoît Assou-Ekotto,1.0,72.0,21.0,15.0,2.0,13.0,11.0,10.0,2.0,9.0,1.0,7.0,0.0,7.0,0.0,10.0,10.0,13.0,13.0,1.0,3.0,4.0,3.0,0.0,1.0,1.0,0.0,12.0,3.0,10.0,3.0,5.0,0.0,0.0,1.0,11.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,9144.539162401574,2090.13856003937,3897.046453193351,1004.9466758530184,28.53888593613298,8.526724737532808,10.285965441819773,18.972076662292217,618.1881160323711,165.42551859142608,312.71893864829394,82.38211778215224,3884.7631446850396,927.0676104549432,1324.6114091207348,402.91961723534564,3940.799927821523,748.9573304899387,1651.9697014435696,187.1344641294838,672.2490879265091,240.16137576552933,597.4604385389326,313.5384000437445,511.0,131.0,248.0,69.0,424.0,97.0,173.0,47.0,12.0,4.0,7.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0
3901177__59,3901177.0,France - Ligue 1,2015/2016,Bastia,2736.0,Lille,143.0,0.0,2.0,,,59.0,33.0,19.0,2.0,13.0,4.0,7.0,5.0,9.0,6.0,2.0,2.0,5.0,4.0,16.0,16.0,19.0,19.0,6.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,9.0,1.0,2.0,0.0,4.0,0.0,5.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,4021.2509141513565,2243.3657924321956,5736.376727143483,3311.498758092738,16.44401848206474,7.950974628171479,39.85770713035871,22.257947506561678,311.49084142607177,236.37827963692038,404.3001699475066,356.27775721784775,1619.6997889326335,1038.4774239938756,2073.216643153981,1241.4429625984253,1779.7598950131235,667.1547375328083,2184.577840113736,1252.957122703412,293.85637029746283,293.40437664041997,1034.4243667979001,438.5629680664917,287.0,161.0,334.0,201.0,194.0,113.0,255.0,160.0,5.0,5.0,7.0,2.0,0.0,3.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0
3901176__76,3901176.0,France - Ligue 1,2015/2016,Bordeaux,146.0,Toulouse,130.0,0.0,2.0,Thomas Touré,1.0,76.0,10.0,28.0,2.0,15.0,2.0,20.0,1.0,6.0,2.0,12.0,1.0,4.0,1.0,10.0,10.0,20.0,20.0,3.0,1.0,3.0,1.0,,,,,4.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,5618.293462762467,616.1926580271216,5256.188145122485,503.9909466316711,17.259104057305336,2.5994892825896763,60.367872594050745,0.0,562.0845484470692,19.40754593175853,687.0727019903762,43.27114566929135,1897.5599371172354,93.58978073053369,2106.066321631671,293.44304243219597,1963.6062849956256,311.04456146106736,1777.193779527559,167.2767585301837,1177.7835881452318,189.55128062117237,625.4874693788277,0.0,360.0,30.0,396.0,35.0,252.0,20.0,272.0,27.0,10.0,1.0,14.0,1.0,5.0,0.0,10.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0
3901176__86,3901176.0,France - Ligue 1,2015/2016,Bordeaux,146.0,Toulouse,130.0,0.0,2.0,Enzo Crivelli,1.0,86.0,7.0,31.0,1.0,17.0,0.0,22.0,2.0,8.0,1.0,13.0,2.0,5.0,1.0,13.0,13.0,23.0,23.0,4.0,0.0,5.0,0.0,,,,,4.0,1.0,6.0,0.0,2.0,1.0,2.0,0.0,5.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,6256.385709590989,388.2866385608049,5803.3434447725285,459.93915409011373,19.858593339895013,0.0,60.367872594050745,11.84421052055993,581.4920943788277,24.80309853455818,738.7951505905512,27.565513342082237,2013.0493066491688,170.50681977252844,2399.509364063867,122.04391841644797,2274.6508464566928,75.23276137357831,1979.1835881452316,215.4514501312336,1367.334868766404,117.74395888013999,625.4874693788277,83.03406167979003,392.0,23.0,433.0,26.0,273.0,17.0,301.0,20.0,11.0,2.0,17.0,4.0,5.0,1.0,12.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0
3825813__73,3825813.0,Spain - La Liga,2015/2016,RC Deportivo La Coruña,219.0,Atlético Madrid,212.0,0.0,2.0,Oriol Riera Magem,1.0,73.0,19.0,14.0,2.0,10.0,3.0,9.0,3.0,20.0,6.0,5.0,1.0,13.0,2.0,11.0,11.0,12.0,12.0,4.0,1.0,3.0,1.0,,,,,11.0,4.0,17.0,1.0,5.0,3.0,7.0,0.0,3.0,0.0,9.0,2.0,0.0,0.0,2.0,1.0,8172.905534011374,1471.4515034995627,7117.318788057742,1026.5435413385826,27.754299103237095,5.187463145231846,107.74146850393703,14.934645997375329,525.1392456255467,20.77751421697288,944.4685553368329,163.24257425634298,2298.698669072616,361.6260405730534,2489.14021872266,235.84621609798774,3464.749387576554,797.9779997812773,2554.9070056867895,431.509303368329,1856.5639326334208,285.8824857830271,1021.0615398075241,181.01080161854767,414.0,76.0,447.0,74.0,331.0,52.0,370.0,53.0,5.0,1.0,13.0,3.0,2.0,1.0,10.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0
3901183__63,3901183.0,France - Ligue 1,2015/2016,Troyes,133.0,Paris Saint-Germain,131.0,0.0,6.0,Lossémy Karaboué,1.0,63.0,22.0,14.0,2.0,6.0,1.0,9.0,3.0,13.0,4.0,6.0,2.0,8.0,2.0,8.0,8.0,8.0,8.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,4.0,7.0,3.0,4.0,3.0,4.0,3.0,8.0,4.0,5.0,2.0,0.0,0.0,4.0,0.0,4269.533481627297,1590.2129281496066,9167.68192497813,2991.5457595144353,44.51401181102363,11.401965551181103,80.47650164041995,39.32127996500438,699.3330349956256,151.82315529308838,1054.0032935258093,361.67148195538067,1497.744753937008,609.7165824584428,3295.7484115266843,1392.7717508748906,1270.6868361767279,633.6988221784777,4205.847315179353,1021.85125,757.2548447069117,183.57240266841643,531.6064031058618,175.9299967191601,286.0,92.0,531.0,179.0,228.0,77.0,468.0,165.0,10.0,4.0,15.0,4.0,5.0,2.0,10.0,4.0,0.0,0.0,6.0,1.0,1.0,0.0,3.0,0.0
3901183__85,3901183.0,France - Ligue 1,2015/2016,Troyes,133.0,Paris Saint-Germain,131.0,0.0,6.0,Johan Martial,1.0,85.0,5.0,16.0,0.0,7.0,2.0,12.0,0.0,17.0,1.0,8.0,0.0,10.0,1.0,14.0,14.0,10.0,10.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,7.0,0.0,7.0,0.0,13.0,1.0,7.0,1.0,0.0,0.0,4.0,1.0,6018.702249671916,466.8255561023622,12159.227684492564,280.2545286526684,55.91597736220473,2.895494860017498,119.79778160542435,0.0,860.9816835083116,67.55631233595801,1415.67477548119,42.46140529308837,2141.6188309273844,281.74278980752405,4688.520162401575,184.58557414698166,2019.3585104986876,114.63095909886265,5227.698565179352,53.20754921259843,940.827247375328,0.0,707.5363998250218,0.0,385.0,31.0,711.0,18.0,312.0,27.0,633.0,16.0,15.0,1.0,19.0,3.0,7.0,1.0,14.0,3.0,0.0,0.0,7.0,1.0,2.0,0.0,3.0,0.0
3879783__72,3879783.0,Italy - Serie A,2015/2016,Udinese,230.0,AS Roma,229.0,0.0,1.0,Ryder Matos Santos,1.0,72.0,5.0,24.0,0.0,9.0,1.0,8.0,0.0,14.0,2.0,3.0,0.0,6.0,2.0,11.0,11.0,16.0,16.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,3.0,0.0,4.0,0.0,2.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0,4437.39335656168,361.1207454068241,8226.049230971128,248.3219761592301,34.083958923884516,4.53157261592301,51.699779090113736,0.0,572.7017226596676,56.503699256342955,857.1984315398075,21.928372703412077,1951.9646828521438,149.15007108486438,3586.3416830708666,171.03825896762908,1354.2453029308833,150.93540244969378,2778.554020122485,55.35534448818898,524.3976891951006,0.0,952.2553171478565,0.0,324.0,25.0,515.0,18.0,229.0,21.0,423.0,14.0,7.0,0.0,13.0,1.0,4.0,0.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3879783__77,3879783.0,Italy - Serie A,2015/2016,Udinese,230.0,AS Roma,229.0,0.0,1.0,Zdravko Kuzmanović,1.0,77.0,16.0,24.0,5.0,10.0,5.0,8.0,0.0,16.0,4.0,3.0,0.0,8.0,2.0,11.0,11.0,18.0,18.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,3.0,0.0,5.0,1.0,2.0,0.0,7.0,1.0,12.0,0.0,0.0,1.0,2.0,0.0,4828.784876246719,746.4619779090115,8578.548805555556,1583.6305270122484,38.61553153980752,2.8706047681539806,51.699779090113736,24.6460146544182,629.2054219160106,35.2574175415573,888.0281712598425,230.21829844706912,2101.114753937008,237.12876640419944,3822.6688254593178,634.9406736657917,1535.4514796587928,292.7889741907262,2863.8967125984254,412.8629013560805,524.3976891951006,178.41621500437446,952.2553171478565,280.9626388888889,351.0,51.0,541.0,103.0,251.0,32.0,443.0,85.0,7.0,3.0,14.0,0.0,4.0,2.0,12.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0
3879782__62,3879782.0,Italy - Serie A,2015/2016,Frosinone,291.0,Carpi,1683.0,0.0,1.0,Danilo Soddimo,2.0,62.0,33.0,18.0,11.0,26.0,9.0,11.0,5.0,7.0,1.0,3.0,3.0,4.0,0.0,12.0,12.0,19.0,19.0,3.0,1.0,8.0,1.0,0.0,0.0,2.0,2.0,5.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,6.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,5993.357580489938,2178.6382702318456,3743.6941805555552,1511.1906990376206,16.997577209098864,13.1009750656168,11.263170166229221,6.578063320209973,397.0595117016623,172.64997944006998,275.43260706474194,208.27010947069112,2032.8780998468942,636.6060394794401,1439.6989359142603,712.2290124671918,2259.9283333333337,829.5194094488188,1518.0885750218722,451.21705052493445,1286.49405839895,526.7618667979002,499.21089238845144,132.8964632545932,364.0,150.0,279.0,126.0,251.0,94.0,172.0,82.0,10.0,3.0,8.0,4.0,7.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
3879782__62,3879782.0,Italy - Serie A,2015/2016,Frosinone,291.0,Carpi,1683.0,0.0,1.0,Massimiliano Carlini,2.0,62.0,33.0,18.0,11.0,26.0,9.0,11.0,5.0,7.0,1.0,3.0,3.0,4.0,0.0,12.0,12.0,19.0,19.0,3.0,1.0,8.0,1.0,0.0,0.0,2.0,2.0,5.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,6.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,5993.357580489938,2178.6382702318456,3743.6941805555552,1511.1906990376206,16.997577209098864,13.1009750656168,11.263170166229221,6.578063320209973,397.0595117016623,172.64997944006998,275.43260706474194,208.27010947069112,2032.8780998468942,636.6060394794401,1439.6989359142603,712.2290124671918,2259.9283333333337,829.5194094488188,1518.0885750218722,451.21705052493445,1286.49405839895,526.7618667979002,499.21089238845144,132.8964632545932,364.0,150.0,279.0,126.0,251.0,94.0,172.0,82.0,10.0,3.0,8.0,4.0,7.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
3879780__71,3879780.0,Italy - Serie A,2015/2016,Hellas Verona,226.0,Fiorentina,239.0,0.0,1.0,Giampaolo Pazzini,1.0,71.0,7.0,19.0,2.0,10.0,3.0,11.0,2.0,7.0,1.0,6.0,2.0,4.0,0.0,17.0,17.0,11.0,11.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,4686.069099956256,602.5003553149605,9932.700859798777,287.9572005686789,22.05881233595801,4.9346080489938755,34.15483158355206,0.0,518.4744132764655,65.51922550306212,728.688219816273,58.7408280839895,1932.2696341863516,150.18653051181104,4195.067281277341,186.71588035870516,1604.38010936133,381.8599912510936,4583.791681977254,42.50049212598425,608.8861307961505,0.0,390.998845144357,0.0,299.0,38.0,547.0,31.0,227.0,29.0,474.0,18.0,6.0,3.0,7.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3879780__78,3879780.0,Italy - Serie A,2015/2016,Hellas Verona,226.0,Fiorentina,239.0,0.0,1.0,Urby Emanuelson,1.0,78.0,16.0,21.0,8.0,13.0,0.0,14.0,4.0,9.0,3.0,8.0,3.0,5.0,1.0,18.0,18.0,12.0,12.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,6.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,5431.046277230972,550.2854199475066,10231.50690223097,1340.4782428915134,26.993420384951882,0.0,34.15483158355206,21.336919619422574,604.8006105643045,44.966956474190724,798.2778897637795,82.81207567804024,2167.1481364829397,210.80256561679792,4381.783161636045,513.1445111548556,2023.2179790026248,93.48726706036746,4626.292174103237,605.86499671916,608.8861307961505,201.02863079615048,390.998845144357,117.31973972003499,346.0,40.0,580.0,85.0,264.0,23.0,493.0,64.0,9.0,3.0,7.0,3.0,7.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0
3825816__74,3825816.0,Spain - La Liga,2015/2016,Sevilla,213.0,Villarreal,222.0,1.0,2.0,Sergio Escudero Palomo,1.0,74.0,19.0,13.0,9.0,20.0,2.0,4.0,2.0,11.0,4.0,4.0,1.0,5.0,2.0,13.0,13.0,11.0,11.0,5.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,7.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,7997.956919619423,838.9451255468065,5352.861585520559,1968.3937129265091,40.186071850393695,0.0,20.286953302712163,11.42175699912511,517.6629846894139,56.48573687664042,289.4354825021873,196.92896708223975,2935.1102045056864,187.65391841644794,2015.6436696194228,652.1451027996501,3449.3661329833767,464.7115398075241,2121.028313648294,747.5977023184602,1055.631525590551,130.0939304461942,906.4671664479441,360.30018372703415,436.0,48.0,294.0,109.0,357.0,34.0,232.0,89.0,12.0,2.0,8.0,5.0,3.0,2.0,7.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0
3754053__61,3754053.0,England - Premier League,2015/2016,Aston Villa,59.0,Tottenham Hotspur,38.0,0.0,2.0,Andre Green,1.0,61.0,7.0,19.0,1.0,31.0,0.0,10.0,1.0,15.0,0.0,6.0,1.0,9.0,0.0,17.0,17.0,12.0,12.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,3.0,0.0,8.0,0.0,3.0,0.0,3.0,0.0,11.0,1.0,0.0,0.0,2.0,0.0,3871.6040468066494,535.6360889107611,6879.349878171479,917.6934968285215,14.010396762904636,0.0,31.242067585301836,4.856431102362205,382.68077657480313,64.02064818460192,441.4515162948381,78.32072058180228,1161.9991256561684,172.45136154855643,2630.484356408574,386.2121303587051,1510.2983978565178,299.1640791776028,3025.9912368766404,334.11802712160977,802.6153499562555,0.0,750.1807010061241,114.18618766404198,254.0,32.0,390.0,49.0,168.0,26.0,311.0,43.0,7.0,0.0,15.0,1.0,6.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3754053__68,3754053.0,England - Premier League,2015/2016,Aston Villa,59.0,Tottenham Hotspur,38.0,0.0,2.0,Scott Sinclair,1.0,68.0,25.0,21.0,4.0,31.0,4.0,12.0,8.0,15.0,3.0,7.0,6.0,9.0,2.0,18.0,18.0,15.0,15.0,7.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,3.0,3.0,8.0,2.0,3.0,1.0,3.0,3.0,12.0,0.0,0.0,0.0,2.0,0.0,4426.79502963692,1484.6240848643924,7881.559479002624,3077.935997047244,14.010396762904636,5.611632327209098,36.09849868766404,22.451489391951007,446.70142475940514,176.97707141294836,542.1937427821523,266.0833888888889,1354.0053811242344,519.9980648512686,3054.1651093613295,1347.1352296587927,1809.4624770341204,512.3252701224848,3384.735239501312,1389.6649103237098,802.6153499562555,269.71204615048117,864.3668886701661,52.600978783902015,287.0,93.0,445.0,183.0,195.0,70.0,359.0,154.0,7.0,5.0,16.0,2.0,6.0,3.0,13.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
