match_status,match_id,competition,season,team_off,team_off__id,team_def,team_def__id,team_off__score60,team_def__score60,substitution_replacement__off,substitution_replacementNumber__off,substitution_minute__off,substitution_minuteDelta__off,clearances_total__off__pre,clearances_total__off__post,clearances_total__def__pre,clearances_total__def__post,dribble_total__off__pre,dribble_total__off__post,dribble_total__def__pre,dribble_total__def__post,dribble_success__off__pre,dribble_success__off__post,dribble_success__def__pre,dribble_success__def__post,duel_total__off__pre,duel_total__off__post,duel_total__def__pre,duel_total__def__post,duel_success__off__pre,duel_success__off__post,duel_success__def__pre,duel_success__def__post,fouls_committed__off__pre,fouls_committed__off__post,fouls_committed__def__pre,fouls_committed__def__post,interceptions_total__off__pre,interceptions_total__off__post,interceptions_total__def__pre,interceptions_total__def__post,interceptions_success__off__pre,interceptions_success__off__post,interceptions_success__def__pre,interceptions_success__def__post,pass_shot_assist__off__pre,pass_shot_assist__off__post,pass_shot_assist__def__pre,pass_shot_assist__def__post,pass_goal_assist__off__pre,pass_goal_assist__off__post,pass_goal_assist__def__pre,pass_goal_assist__def__post,pass_success_length__total__off__pre,pass_success_length__total__off__post,pass_success_length__total__def__pre,pass_success_length__total__def__post,pass_success_length__0_5__off__pre,pass_success_length__0_5__off__post,pass_success_length__0_5__def__pre,pass_success_length__0_5__def__post,pass_success_length__5_10__off__pre,pass_success_length__5_10__off__post,pass_success_length__5_10__def__pre,pass_success_length__5_10__def__post,pass_success_length__10_20__off__pre,pass_success_length__10_20__off__post,pass_success_length__10_20__def__pre,pass_success_length__10_20__def__post,pass_success_length__20_40__off__pre,pass_success_length__20_40__off__post,pass_success_length__20_40__def__pre,pass_success_length__20_40__def__post,pass_success_length__40__off__pre,pass_success_length__40__off__post,pass_success_length__40__def__pre,pass_success_length__40__def__post,passes_total__off__pre,passes_total__off__post,passes_total__def__pre,passes_total__def__post,passes_success__off__pre,passes_success__off__post,passes_success__def__pre,passes_success__def__post,shots_total__off__pre,shots_total__off__post,shots_total__def__pre,shots_total__def__post,shots_target__off__pre,shots_target__off__post,shots_target__def__pre,shots_target__def__post,goals_scored__off__pre,goals_scored__off__post,goals_scored__def__pre,goals_scored__def__post,substitution_tactical__off__pre,substitution_tactical__off__post,substitution_tactical__def__pre,substitution_tactical__def__post
3888704__59,3888704.0,International - FIFA World Cup,1958,France,771.0,Brazil,781.0,1.0,3.0,,,59.0,31.0,17.0,7.0,22.0,9.0,30.0,17.0,39.0,24.0,21.0,9.0,17.0,16.0,32.0,32.0,16.0,16.0,1.0,3.0,9.0,3.0,1.0,0.0,1.0,1.0,11.0,4.0,11.0,5.0,4.0,1.0,5.0,0.0,6.0,4.0,13.0,6.0,1.0,0.0,2.0,1.0,3523.799676290464,1586.0517677165353,4139.314410323709,2796.989437445319,28.630690507436572,9.176181539807525,40.489241032370956,15.882449693788276,405.5872119422572,204.18193241469817,530.9125232939632,320.80461242344705,1398.634618328959,671.9692847769029,1729.8588730314964,1226.4185465879264,968.5947090988626,603.0150196850393,1220.6446041119862,1032.3101662292215,722.3524464129484,97.70934930008748,617.4091688538932,201.57366251093615,261.0,124.0,298.0,171.0,171.0,87.0,214.0,142.0,10.0,5.0,28.0,12.0,6.0,3.0,17.0,10.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
3888705__59,3888705.0,International - FIFA World Cup,1958,Sweden,790.0,Brazil,781.0,1.0,3.0,,,59.0,31.0,39.0,14.0,21.0,7.0,14.0,14.0,48.0,15.0,10.0,9.0,19.0,10.0,31.0,31.0,16.0,16.0,6.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,4.0,4.0,9.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,10.0,3.0,1.0,1.0,3.0,0.0,4284.788332677166,1527.0663370516183,4954.233857064741,2472.81753614392,25.32335378390201,24.949475612423445,21.10368449256343,23.3861926399825,256.8185675853019,137.6271337489064,448.21901443569556,234.3107863079615,1802.6116081583552,505.84786198600176,2155.6679593175854,917.1238620953633,1682.0308103674538,741.7952252843395,1782.9483737970252,1239.75760279965,518.0039927821523,116.8466404199475,546.2948250218723,58.239092300962376,300.0,116.0,329.0,166.0,201.0,76.0,242.0,124.0,4.0,2.0,18.0,6.0,2.0,2.0,11.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
3888854__59,3888854.0,International - FIFA World Cup,1962,Mexico,794.0,Brazil,781.0,0.0,1.0,,,59.0,27.0,28.0,10.0,9.0,4.0,20.0,7.0,39.0,20.0,5.0,3.0,25.0,11.0,25.0,25.0,24.0,24.0,8.0,2.0,7.0,3.0,2.0,0.0,1.0,0.0,6.0,2.0,5.0,1.0,2.0,0.0,4.0,1.0,6.0,2.0,14.0,7.0,0.0,0.0,1.0,1.0,4898.691553915135,1662.059094816273,5961.01990212161,2969.513817366579,17.026874125109362,24.436851596675417,16.235126202974627,0.0,397.5899471784777,102.28884044181977,320.7268592519685,233.3741011592301,2259.919817913386,700.3650103893262,2217.0803051181106,1187.0605375109358,1733.4424562554682,504.93543635170596,2843.093963254593,1175.482746062992,490.71245844269475,330.0329560367454,563.8836482939632,373.5964326334208,324.0,103.0,336.0,162.0,243.0,76.0,263.0,137.0,7.0,2.0,22.0,10.0,3.0,2.0,13.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3888699__76,3888699.0,International - FIFA World Cup,1970,Czechoslovakia,17469.0,Brazil,781.0,1.0,2.0,Bohumil Vesely,1.0,76.0,15.0,19.0,3.0,16.0,7.0,13.0,5.0,29.0,7.0,6.0,2.0,20.0,4.0,19.0,19.0,17.0,17.0,8.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,9.0,3.0,11.0,2.0,1.0,2.0,5.0,1.0,17.0,4.0,17.0,0.0,0.0,0.0,2.0,1.0,7095.612181211724,1065.3450141076116,6935.138792104112,1135.7210446194226,31.56820505249344,5.939819444444445,40.03581441382328,5.5440908792650925,461.7238082895889,37.61906496062991,559.6930197944007,79.99508912948382,2564.8855090769903,361.88977690288715,3272.6808098206475,490.8311964129484,2854.4677427821525,427.99920494313216,2776.449268372704,505.51989173228344,1182.9669160104988,231.8971478565179,286.2798797025372,53.83077646544182,366.0,55.0,414.0,67.0,305.0,43.0,347.0,54.0,23.0,8.0,26.0,2.0,10.0,4.0,14.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0
3888700__62,3888700.0,International - FIFA World Cup,1970,England,768.0,Brazil,781.0,0.0,1.0,Colin Bell,2.0,62.0,28.0,11.0,4.0,10.0,16.0,19.0,5.0,28.0,10.0,10.0,4.0,16.0,7.0,19.0,19.0,12.0,12.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,7.0,4.0,1.0,0.0,3.0,1.0,10.0,4.0,14.0,4.0,0.0,0.0,1.0,0.0,5671.341980533684,2214.4788561898513,6535.643407589676,2181.9741556211725,52.16520953630797,5.611632327209098,3.883482174103237,13.550970472440945,470.0117414698163,355.17641568241476,504.51520866141743,298.6292639982502,2348.258137576553,625.2505632108488,2882.228937007874,942.5000366360456,2394.836326552931,937.4103685476815,2301.8561745406823,668.3216688538932,406.07056539807525,291.0298764216973,843.1596052055993,258.9722156605425,328.0,146.0,360.0,131.0,279.0,112.0,311.0,112.0,13.0,8.0,16.0,4.0,5.0,5.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3888700__62,3888700.0,International - FIFA World Cup,1970,England,768.0,Brazil,781.0,0.0,1.0,Jeffrey Astle,2.0,62.0,28.0,11.0,4.0,10.0,16.0,19.0,5.0,28.0,10.0,10.0,4.0,16.0,7.0,19.0,19.0,12.0,12.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,7.0,4.0,1.0,0.0,3.0,1.0,10.0,4.0,14.0,4.0,0.0,0.0,1.0,0.0,5671.341980533684,2214.4788561898513,6535.643407589676,2181.9741556211725,52.16520953630797,5.611632327209098,3.883482174103237,13.550970472440945,470.0117414698163,355.17641568241476,504.51520866141743,298.6292639982502,2348.258137576553,625.2505632108488,2882.228937007874,942.5000366360456,2394.836326552931,937.4103685476815,2301.8561745406823,668.3216688538932,406.07056539807525,291.0298764216973,843.1596052055993,258.9722156605425,328.0,146.0,360.0,131.0,279.0,112.0,311.0,112.0,13.0,8.0,16.0,4.0,5.0,5.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3889217__70,3889217.0,International - FIFA World Cup,1970,Romania,905.0,Brazil,781.0,1.0,2.0,Gheorghe Tataru,1.0,70.0,19.0,6.0,1.0,10.0,5.0,21.0,4.0,29.0,15.0,10.0,2.0,21.0,11.0,22.0,22.0,17.0,17.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,2.0,7.0,3.0,7.0,1.0,2.0,1.0,11.0,3.0,12.0,2.0,0.0,1.0,1.0,0.0,5036.233541338584,980.3294775809275,5843.879071959755,1740.0694645669291,31.609614720034994,12.25651388888889,27.90178160542432,10.80524278215223,441.41449037620293,59.94988188976379,713.1043255686791,266.9724627077865,2429.142853783902,391.4339851268591,2685.6452187226596,792.4503953412074,1801.6993088363956,440.0268044619423,2046.3625623359578,570.394145888014,332.3672736220472,76.66229221347331,370.86518372703415,99.44721784776902,317.0,58.0,360.0,103.0,259.0,44.0,310.0,94.0,14.0,4.0,19.0,3.0,8.0,2.0,12.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3889218__59,3889218.0,International - FIFA World Cup,1970,Peru,784.0,Brazil,781.0,1.0,3.0,,,59.0,31.0,7.0,4.0,9.0,10.0,20.0,4.0,19.0,9.0,13.0,4.0,13.0,4.0,13.0,13.0,14.0,14.0,4.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,6.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,8.0,4.0,13.0,7.0,1.0,0.0,2.0,1.0,4426.974992782152,2400.6699376640418,5418.087869094489,2700.8321631671047,73.49503969816274,17.324322287839017,46.67582206911636,9.598005030621174,668.7867909011374,299.0203365048119,600.2952983377078,316.02043875765526,2148.822364938758,1453.038838582677,2729.5010487751533,1082.2761428258966,1169.7126006124233,510.43376312335965,1562.5558344269468,971.3820669291338,366.158196631671,120.85267716535434,479.0598654855643,321.5555096237971,303.0,167.0,340.0,154.0,255.0,141.0,289.0,135.0,12.0,7.0,21.0,9.0,6.0,7.0,14.0,8.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0
3888711__59,3888711.0,Europe - Champions League,1970/1971,Panathinaikos,952.0,Ajax,806.0,0.0,1.0,,,59.0,31.0,23.0,7.0,25.0,12.0,25.0,4.0,23.0,12.0,15.0,3.0,15.0,8.0,14.0,14.0,20.0,20.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,1.0,0.0,4.0,1.0,8.0,2.0,10.0,1.0,0.0,0.0,1.0,1.0,4365.213661089239,2485.509152559055,4014.894485345582,2742.1699227909016,54.491635498687664,16.95686307961505,8.59694706911636,5.537615923009624,447.25815255905513,210.15104658792652,315.69967738407695,169.8196805555556,1976.8154762685915,1170.9991376859145,1805.7823042432194,1066.3295488845145,1435.1572080052495,774.8980653980752,1323.4427941819774,948.5644356955381,451.4911887576553,312.50403980752407,561.3727624671916,551.9186417322835,315.0,162.0,279.0,154.0,231.0,122.0,191.0,119.0,9.0,4.0,16.0,4.0,4.0,2.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
3750235__59,3750235.0,Europe - Champions League,1971/1972,Inter Milan,238.0,Ajax,806.0,0.0,1.0,,,59.0,32.0,34.0,6.0,6.0,17.0,16.0,4.0,21.0,5.0,10.0,2.0,12.0,5.0,13.0,13.0,24.0,24.0,2.0,3.0,8.0,3.0,0.0,2.0,4.0,1.0,10.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,3.0,1.0,11.0,3.0,0.0,0.0,1.0,1.0,2865.007959536308,1741.3370933945757,4637.773468503937,3317.245369422572,7.096040901137358,35.42856244531933,42.0871073928259,17.10562007874016,346.74196402012245,205.29716283902013,374.08853083989504,173.64147451881018,1081.09927220035,529.4310258092738,1620.3325995188102,1057.0404631452318,856.1239391951007,731.2165649606299,2071.387481408574,1674.5065649606302,573.9467432195976,239.96377734033248,529.8777493438321,394.9512467191601,207.0,122.0,303.0,161.0,138.0,88.0,217.0,141.0,5.0,5.0,18.0,6.0,2.0,3.0,12.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3888706__62,3888706.0,Europe - Champions League,1972/1973,Juventus,224.0,Ajax,806.0,0.0,1.0,Helmut Haller,1.0,62.0,11.0,16.0,3.0,22.0,0.0,20.0,0.0,16.0,2.0,16.0,0.0,10.0,1.0,13.0,13.0,17.0,17.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,6.0,1.0,3.0,0.0,2.0,0.0,6.0,1.0,21.0,1.0,0.0,0.0,1.0,0.0,3973.185163713911,359.0564304461942,5370.638075021872,764.0935441819773,51.17089107611549,0.0,45.11845253718286,0.0,303.60985279965007,11.41608595800525,358.88509273840765,74.73302143482064,1168.3273857174104,96.11028762029746,1861.278477690289,381.5573961067366,1647.1668318022748,128.20911089238845,2880.714304461942,307.8031266404199,802.9102023184602,123.32094597550305,224.64174759405077,0.0,256.0,22.0,315.0,50.0,175.0,13.0,247.0,40.0,7.0,1.0,24.0,4.0,5.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3888706__73,3888706.0,Europe - Champions League,1972/1973,Juventus,224.0,Ajax,806.0,0.0,1.0,Antonello Cuccureddu,1.0,73.0,17.0,19.0,3.0,22.0,3.0,21.0,7.0,18.0,7.0,17.0,5.0,11.0,3.0,16.0,16.0,18.0,18.0,5.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,7.0,1.0,3.0,1.0,2.0,0.0,7.0,3.0,23.0,2.0,0.0,0.0,1.0,0.0,4332.241594160105,1307.5954799868766,6181.252186789151,1312.162803805774,51.17089107611549,0.0,45.11845253718286,10.537879811898513,315.0259387576553,100.53204494750655,445.08594116360456,171.73915791776028,1264.4376733377078,492.92107283464566,2277.8886143919513,342.83769520997373,1775.375942694663,491.37188101487317,3188.517431102362,669.0132611548557,926.2311482939632,222.77048118985127,224.64174759405077,118.03480971128609,280.0,76.0,370.0,80.0,188.0,59.0,290.0,61.0,8.0,3.0,29.0,2.0,6.0,1.0,9.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3888713__59,3888713.0,Spain - La Liga,1973/1974,Real Madrid,220.0,Barcelona,217.0,0.0,3.0,,,59.0,29.0,15.0,4.0,23.0,12.0,16.0,7.0,18.0,2.0,8.0,2.0,13.0,1.0,13.0,13.0,15.0,15.0,3.0,4.0,5.0,2.0,1.0,0.0,2.0,2.0,7.0,5.0,2.0,3.0,5.0,2.0,1.0,2.0,5.0,0.0,8.0,6.0,0.0,0.0,2.0,2.0,4079.1174060586177,2311.6817829177603,4131.316152449694,1799.6791777121607,15.103009076990377,9.898770888013999,33.20998337707787,13.202175743657042,252.381208552056,275.67397823709535,126.47617071303587,98.9433427384077,1523.9147096456695,1088.79135772091,1529.7526044400702,518.4991513560806,1648.927356736658,772.1899464129484,1567.9293471128608,805.4003980752406,638.791122047244,165.12772965879265,873.9480468066489,363.6341097987751,259.0,161.0,243.0,97.0,179.0,120.0,173.0,74.0,7.0,0.0,13.0,8.0,5.0,0.0,7.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
3888717__63,3888717.0,International - FIFA World Cup,1974,Argentina,779.0,Netherlands,941.0,0.0,2.0,Mario Alberto Kempes Chiodi,1.0,63.0,29.0,11.0,2.0,7.0,2.0,15.0,11.0,29.0,5.0,9.0,4.0,20.0,2.0,16.0,16.0,18.0,18.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,8.0,4.0,13.0,3.0,5.0,3.0,4.0,1.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0,1.0,3814.5077834645667,1712.6577703412072,6227.051527230971,2912.13969652231,33.239858267716535,15.240071522309712,37.30826607611549,20.014747703412077,301.6040734908137,245.78764905949254,548.0161340769903,227.20439709098858,1950.3663024934385,984.2435132327209,2478.03446959755,1286.3365786307963,1130.013460192476,467.38653652668415,2547.469948600175,1131.0981091426074,399.28408902012245,0.0,616.2227088801401,247.48586395450573,261.0,124.0,363.0,170.0,196.0,99.0,299.0,145.0,3.0,0.0,11.0,7.0,3.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0
3888718__64,3888718.0,International - FIFA World Cup,1974,German DR,2721.0,Netherlands,941.0,0.0,2.0,Hans-Jürgen Kreische,1.0,64.0,25.0,23.0,5.0,17.0,5.0,12.0,5.0,16.0,9.0,6.0,1.0,14.0,7.0,9.0,9.0,11.0,11.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,4022.0557538276466,1596.9138416447945,7009.6868480971125,2845.082799759405,13.138812992125985,0.0,29.1867676071741,5.686789151356081,233.64858891076116,83.04119127296589,381.01411373578304,166.52341710411196,1536.5129560367454,664.1189659886263,2348.690203412073,1306.0918870297464,1626.7969805336834,459.6666557305337,3655.094156824147,1205.1996598862645,611.9584153543308,390.08702865266844,595.7016065179353,161.5810465879265,248.0,93.0,387.0,162.0,174.0,67.0,308.0,136.0,8.0,3.0,13.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
3888719__61,3888719.0,International - FIFA World Cup,1974,Brazil,781.0,Netherlands,941.0,0.0,1.0,Sebastião Miranda da Silva Filho,1.0,61.0,30.0,7.0,1.0,9.0,6.0,20.0,6.0,9.0,2.0,9.0,5.0,5.0,0.0,12.0,12.0,21.0,21.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,4233.39682808399,2058.6846469816273,4955.913964348207,2423.9749335083116,28.29265419947507,24.67880479002625,31.947430883639544,33.42942333770779,527.5811932414698,250.61903335520563,487.98356266404204,164.7393624234471,1950.0253395669295,961.9731583552056,2086.5092951662295,1050.4987975721785,1455.5156353893258,746.3379133858267,2065.6065977690287,863.933603455818,271.98200568678914,75.07573709536308,283.8670778652669,311.37374671916007,301.0,138.0,321.0,151.0,229.0,111.0,248.0,118.0,7.0,7.0,10.0,2.0,4.0,3.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3888720__68,3888720.0,International - FIFA World Cup,1974,Netherlands,941.0,Germany,770.0,1.0,2.0,Theo de Jong,1.0,68.0,22.0,12.0,6.0,17.0,24.0,20.0,6.0,21.0,8.0,14.0,5.0,15.0,3.0,11.0,11.0,12.0,12.0,3.0,5.0,3.0,1.0,2.0,0.0,0.0,1.0,10.0,1.0,7.0,0.0,2.0,0.0,3.0,0.0,5.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,6060.788029965004,1636.990758858268,4461.798750765529,703.4356403105861,51.75390507436571,0.0,106.47049868766403,7.567287839020122,560.0414127296589,130.991999015748,516.2806656824147,104.6056304680665,2763.0096533245846,378.65944663167096,1558.3469772528433,214.44533027121614,2136.656932414698,763.2299890638669,1735.0608573928257,304.04024387576555,549.3261264216973,364.10932414698163,545.6397517497812,72.77714785651794,376.0,91.0,294.0,59.0,308.0,62.0,229.0,35.0,7.0,9.0,10.0,0.0,5.0,4.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
3888754__62,3888754.0,Spain - Copa del Rey,1977/1978,Las Palmas,208.0,Barcelona,217.0,1.0,3.0,José Ángel Rivero Gutiérrez,1.0,62.0,29.0,9.0,3.0,14.0,7.0,18.0,7.0,16.0,6.0,12.0,3.0,10.0,4.0,10.0,10.0,25.0,25.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,9.0,4.0,11.0,4.0,1.0,3.0,4.0,1.0,5.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,3607.219871937883,1818.5952097550307,3165.5701057524057,2380.3487164260723,37.255600940507435,6.784373359580052,3.2294012467191604,17.551224846894137,235.68314020122486,243.6297411417323,215.71664610673665,191.95028958880138,1463.0671172353457,795.4302783245845,1220.1005730533686,687.5114331802275,969.7245767716537,719.5354297900262,1321.4819192913383,1051.5172200349957,901.4894367891512,53.21538713910761,405.0415660542432,431.8185487751531,247.0,128.0,213.0,132.0,165.0,98.0,142.0,105.0,7.0,7.0,10.0,3.0,3.0,3.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
3888787__59,3888787.0,International - FIFA U20 World Cup,1979,Argentina U20,9763.0,Soviet Union U20,17403.0,0.0,1.0,,,59.0,26.0,7.0,4.0,13.0,10.0,33.0,15.0,19.0,1.0,11.0,9.0,13.0,0.0,13.0,13.0,38.0,38.0,5.0,2.0,5.0,4.0,2.0,0.0,1.0,1.0,11.0,3.0,11.0,1.0,6.0,0.0,3.0,0.0,10.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,5645.4069014654415,2274.739045603674,3555.8255080927383,1184.2075594925634,81.14918460192476,14.34119827209099,12.899187773403325,10.993518591426072,612.3542058180227,359.40003182414694,193.7403174759405,65.90208552055994,2845.5956632764655,1100.8676088145235,1346.3192257217845,503.0968996062992,1827.2502810586177,738.377166447944,1491.9561264216973,604.2150557742782,279.0575667104112,61.75304024496938,510.9106506999125,0.0,368.0,149.0,215.0,83.0,315.0,129.0,153.0,59.0,12.0,6.0,9.0,2.0,9.0,5.0,5.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0
3889082__59,3889082.0,Argentina - Liga Profesional,1981,River Plate,1324.0,Boca Juniors,1328.0,0.0,1.0,,,59.0,32.0,12.0,4.0,10.0,10.0,16.0,15.0,35.0,13.0,12.0,10.0,20.0,7.0,21.0,21.0,21.0,21.0,3.0,1.0,8.0,2.0,2.0,0.0,2.0,1.0,10.0,3.0,7.0,3.0,5.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,3361.753091754156,2550.248005905512,2759.7063721566055,1749.560489391951,63.2126913823272,17.5287510936133,64.21984251968503,25.177076990376204,415.2884165573053,268.10308409886267,428.3899231189851,172.4946913823272,1170.8960947069115,1141.5366300306212,1124.802261592301,839.1781599956256,1354.0730479002625,964.4871894138232,688.6511362642169,554.9907534995625,358.28284120734907,158.59235126859141,453.6432086614173,157.71980752405952,229.0,169.0,215.0,122.0,174.0,127.0,158.0,95.0,9.0,3.0,7.0,5.0,7.0,3.0,6.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
3750248__62,3750248.0,Spain - Copa del Rey,1983/1984,Barcelona,217.0,Athletic Club,215.0,0.0,1.0,Paco Clos,1.0,62.0,30.0,23.0,5.0,22.0,11.0,25.0,10.0,12.0,10.0,12.0,9.0,6.0,7.0,11.0,11.0,27.0,27.0,4.0,2.0,6.0,3.0,,,,,3.0,0.0,8.0,3.0,0.0,0.0,4.0,1.0,4.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,5041.853026027997,1998.233262248469,2413.209877843394,1215.6793451443573,26.654861329833768,16.05612423447069,7.880822069116361,10.411383967629046,428.5852983377078,236.34382545931757,106.10027843394576,78.70950754593177,2161.915031714786,1044.5212631233596,487.915480096238,213.05621391076116,1874.8549999999998,701.3120494313212,1092.6265048118985,345.4697058180228,549.8428346456693,0.0,718.6867924321961,568.0325339020122,297.0,136.0,159.0,66.0,246.0,110.0,87.0,43.0,6.0,8.0,6.0,1.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3750191__64,3750191.0,International - FIFA World Cup,1986,England,768.0,Argentina,779.0,0.0,2.0,Chris Waddle,1.0,64.0,10.0,21.0,1.0,20.0,12.0,14.0,1.0,30.0,1.0,10.0,0.0,23.0,0.0,23.0,23.0,9.0,9.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,4310.170236001751,679.8930949256346,4556.390653652669,154.29865190288714,71.00303718285214,0.0,56.40080194663166,0.0,319.7828905293089,19.451240157480317,635.9364418197724,6.584423993875766,1379.573921150481,147.71935476815395,1974.1773818897636,17.322641076115488,1924.6696806649168,333.36072615923007,1434.9898512685913,62.61005796150481,615.1407064741907,179.36177384076993,454.886176727909,67.78152887139107,264.0,34.0,311.0,11.0,203.0,23.0,252.0,5.0,6.0,4.0,12.0,1.0,4.0,3.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3750191__74,3750191.0,International - FIFA World Cup,1986,England,768.0,Argentina,779.0,0.0,2.0,John Barnes,1.0,74.0,17.0,22.0,2.0,33.0,11.0,15.0,5.0,31.0,7.0,10.0,3.0,23.0,6.0,24.0,24.0,10.0,10.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,4990.0633309273835,654.3652872922135,4710.689305555556,608.2385991907262,71.00303718285214,0.0,56.40080194663166,20.529265857392822,339.2341306867891,28.674344597550306,642.5208658136482,69.16271642607174,1527.2932759186351,125.99593175853019,1991.5000229658792,106.54789862204723,2258.030406824147,400.40979221347334,1497.599909230096,83.83583770778654,794.5024803149605,99.28521872265968,522.6677055993001,328.1628805774278,300.0,50.0,322.0,36.0,226.0,24.0,257.0,27.0,10.0,2.0,13.0,2.0,7.0,2.0,10.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
3889148__59,3889148.0,International - FIFA World Cup,1986,Belgium,782.0,Argentina,779.0,0.0,1.0,,,59.0,31.0,8.0,3.0,11.0,11.0,7.0,4.0,11.0,6.0,4.0,3.0,7.0,4.0,11.0,11.0,8.0,8.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,6.0,3.0,6.0,8.0,2.0,0.0,3.0,2.0,10.0,6.0,10.0,3.0,0.0,0.0,1.0,1.0,4343.829570538058,2229.9328482064743,5069.135426071741,2104.3953793744536,20.583444225721784,12.730950568678914,16.739738298337706,13.367775043744532,273.4908370516185,128.68781627296588,461.7848413167103,231.98058989501314,1647.8731851487319,788.8240387139108,2880.7929013560806,833.1523589238845,2062.255051399825,901.3362981189853,1529.3549321959754,542.2406430446194,339.627052712161,398.3537445319335,180.4630129046369,483.65401246719165,255.0,126.0,319.0,126.0,199.0,97.0,273.0,102.0,12.0,9.0,13.0,4.0,3.0,6.0,8.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
